device,deviceId,deviceType,registerAddress,registerHex,variableName,dataTag,mapName,source,mapType,mapUnit,mapDescription,telemetryName,tags,aggregation,scope,rackLabel,whereTo,uiComponent,uiTab,uiField,uiFieldLabel
BSC Main,BSC-1,BSC,30995,0x7913,BSC1-149 (Rack 5),,Temperature Sensor Count,,uint16,ea,Temperature Sensor Count per Pack e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 5, component: temp_sensor, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30997,0x7915,BSC1-151 (Rack 5),,PCB Temperature Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 5, component: pcb_temp, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30998,0x7916,BSC1-152 (Rack 5),,Pack Voltage Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 5, component: pack_voltage, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30999,0x7917,BSC1-153 (Rack 5),,Voltage Sensor Count,,uint16,ea,Voltage Sensor Count per Pack e.g.) 0x000E -> 14 (ea),Count,"rack_id: 5, component: voltage_sensor, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31002,0x791a,BSC1-156 (Rack 5),,Pack Type,,uint16,-,e.g.) 0x0503,Type,"rack_id: 5, component: pack, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packType,Paket Tipi
BSC Main,BSC-1,BSC,31020,0x792c,BSC1-157 (Rack 5),,State,Summary                                                  Sum,uint16,enum,,State,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Rack Details,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,state,Durum Kodu
BSC Main,BSC-1,BSC,31021,0x792d,,r5_cell_balancing,Cell Balancing,bitfieldConfigs (reg 31021),bitfield,-,Cell Balancing,Cell Balancing,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Cell Balancing
BSC Main,BSC-1,BSC,31021,0x792d,,r5_warning,Warning,bitfieldConfigs (reg 31021),bitfield,-,Warning,Warning,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Warning
BSC Main,BSC-1,BSC,31021,0x792d,,r5_fault,Fault,bitfieldConfigs (reg 31021),bitfield,-,Fault,Fault,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Fault
BSC Main,BSC-1,BSC,31021,0x792d,,r5_charge_status,Charge/Discharge Status,bitfieldConfigs (reg 31021),bitfield,-,Charge/Discharge Status,Charge/Discharge Status,rack_id: 5,,per-rack,Rack 5,,,,,Charge/Discharge Status
BSC Main,BSC-1,BSC,31021,0x792d,,r5_cer,CER Status,bitfieldConfigs (reg 31021),bitfield,-,CER Status,CER Status,rack_id: 5,,per-rack,Rack 5,,,,,CER Status
BSC Main,BSC-1,BSC,31021,0x792d,,r5_dc_line,DC Line Closed,bitfieldConfigs (reg 31021),bitfield,-,DC Line Closed,DC Line Closed,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,DC Line Closed
BSC Main,BSC-1,BSC,31021,0x792d,,r5_battery_ready,Battery Ready,bitfieldConfigs (reg 31021),bitfield,-,Battery Ready,Battery Ready,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Battery Ready
BSC Main,BSC-1,BSC,31021,0x792d,,r5_pwr_derate,Charge Power Derating,bitfieldConfigs (reg 31021),bitfield,-,Charge Power Derating,Charge Power Derating,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Charge Power Derating
BSC Main,BSC-1,BSC,31021,0x792d,,r5_current_sensor,Current Sensor Type,bitfieldConfigs (reg 31021),bitfield,-,Current Sensor Type,Current Sensor Type,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Current Sensor Type
BSC Main,BSC-1,BSC,31022,0x792e,,r5_pc,PC Status,bitfieldConfigs (reg 31022),bitfield,-,PC Status,PC Status,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,PC Status
BSC Main,BSC-1,BSC,31022,0x792e,,r5_mc_plus,MC(+) Status,bitfieldConfigs (reg 31022),bitfield,-,MC(+) Status,MC(+) Status,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(+) Status
BSC Main,BSC-1,BSC,31022,0x792e,,r5_mc_minus,MC(-) Status,bitfieldConfigs (reg 31022),bitfield,-,MC(-) Status,MC(-) Status,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(-) Status
BSC Main,BSC-1,BSC,31022,0x792e,,r5_cb,CB Status,bitfieldConfigs (reg 31022),bitfield,-,CB Status,CB Status,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,CB Status
BSC Main,BSC-1,BSC,31022,0x792e,,r5_fan1,Pack Fan1,bitfieldConfigs (reg 31022),bitfield,-,Pack Fan1,Pack Fan1,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan1
BSC Main,BSC-1,BSC,31022,0x792e,,r5_fan2,Pack Fan2,bitfieldConfigs (reg 31022),bitfield,-,Pack Fan2,Pack Fan2,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan2
BSC Main,BSC-1,BSC,31022,0x792e,,r5_bpu_fan,BPU Fan,bitfieldConfigs (reg 31022),bitfield,-,BPU Fan,BPU Fan,rack_id: 5,,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,BPU Fan
BSC Main,BSC-1,BSC,31024,0x7930,BSC1-161 (Rack 5),,Heart Beat (from RBMS),,uint16,,Data is incremented by 1  (every 1sec) for a period of transmission,Heartbeat,"rack_id: system, deviceId: BSC-1",,system,,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,heartbeat,Heartbeat
BSC Main,BSC-1,BSC,31025,0x7931,BSC1-162 (Rack 5),,Live Unit Count,,uint16,ea,Awaken PBMS Count e.g.) 0x00C8 -> 200,Count,"rack_id: 5, component: live_unit, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31026,0x7932,BSC1-163 (Rack 5),,Remaining Balancing Time,,uint32,s,e.g.) 0x00015180 -> 86400 [s],BalanceTime,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,balancingTime,Dengeleme Süresi (s)
BSC Main,BSC-1,BSC,31028,0x7934,BSC1-165 (Rack 5),,SOC,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOC,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soc,SoC (%)
BSC Main,BSC-1,BSC,31029,0x7935,BSC1-166 (Rack 5),,SOH,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOH,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soh,SoH (%)
BSC Main,BSC-1,BSC,31030,0x7936,BSC1-167 (Rack 5),,Charge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],ChargePower,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Control,"RackCard
(Rack sayfası kart bileşeni)",,power_kw,Güç (kW)
BSC Main,BSC-1,BSC,31032,0x7938,BSC1-169 (Rack 5),,Discharge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],DischargePower,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,dischargePowerLimit,Deşarj Güç Limiti (kW)
BSC Main,BSC-1,BSC,31034,0x793a,BSC1-171 (Rack 5),,Cell Sum Voltage,,uint32,V,e.g.) 0x0072 C14D -> 0x72 C14D / 10000 = 752.0589 [V],Voltage,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Control,"RackCard
(Rack sayfası kart bileşeni)",,voltage,Voltaj (V)
BSC Main,BSC-1,BSC,31036,0x793c,BSC1-173 (Rack 5),,Current,,int32,A,"e.g.) 0x0001 329E -> 0x0001 329E / 1000 = 78.494 [A], , 0xFFFE CD5F → -78497 / 1000 = -78.497[A]",Current,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,current,Akım (A)
BSC Main,BSC-1,BSC,31054,0x794e,BSC1-189 (Rack 5),,Max Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 5, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellVoltage,Maks Hücre Voltajı (V)
BSC Main,BSC-1,BSC,31055,0x794f,BSC1-190 (Rack 5),,Min Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 5, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellVoltage,Min Hücre Voltajı (V)
BSC Main,BSC-1,BSC,31056,0x7950,BSC1-191 (Rack 5),,Avg Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 5, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgCellVoltage,Ort Hücre Voltajı (V)
BSC Main,BSC-1,BSC,31057,0x7951,BSC1-192 (Rack 5),,Max Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 5, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellLocation,Maks Hücre Konumu
BSC Main,BSC-1,BSC,31058,0x7952,BSC1-194 (Rack 5),,Min Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 5, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellLocation,Min Hücre Konumu
BSC Main,BSC-1,BSC,31059,0x7953,BSC1-196 (Rack 5),,Max Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 5, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxPackTemperature,Maks Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,31060,0x7954,BSC1-197 (Rack 5),,Min Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 5, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minPackTemperature,Min Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,31061,0x7955,BSC1-198 (Rack 5),,Avg Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 5, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgPackTemperature,Ort Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,31062,0x7956,BSC1-199 (Rack 5),,Max Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 5, variant: max_location, deviceId: BSC-1",,per-rack,Rack 5,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,31063,0x7957,BSC1-200 (Rack 5),,Min Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 5, variant: min_location, deviceId: BSC-1",,per-rack,Rack 5,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,31064,0x7958,BSC1-201 (Rack 5),,Max Difference of Temperature in Rack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 5, variant: max_diff, deviceId: BSC-1",,per-rack,Rack 5,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,31065,0x7959,BSC1-202 (Rack 5),,Max Difference of Temperature in Pack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 5, variant: max_diff_pack, deviceId: BSC-1",,per-rack,Rack 5,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,31070,0x795e,BSC1-203 (Rack 5),,MC Open Count,,uint16,,,OpenCount,"rack_id: 5, component: mc, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,mcOpenCount,MC Açma Sayısı
BSC Main,BSC-1,BSC,31071,0x795f,BSC1-204 (Rack 5),,Calibration Information,,uint16,,,CalibrationInfo,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,Control,,,,
BSC Main,BSC-1,BSC,31073,0x7961,BSC1-205 (Rack 5),,Non-balancing Entry Period,,uint16,day,,NonBalancePeriod,"rack_id: 5, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,nonBalancingPeriod,Dengelemesiz Dönem (gün)
BSC Main,BSC-1,BSC,31170,0x79c2,BSC1-124 (Rack 6),,RBMS SW Version,Nameplate,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 6, component: rbms, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,31172,0x79c4,BSC1-126 (Rack 6),,Updater Version,,uint32,-,SW Version e.g.) 0x12345678 -> SW V12.34.56.78 (BCD),Version,"rack_id: 6, component: updater, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,31174,0x79c6,BSC1-128 (Rack 6),,Boot Selector Version,,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 6, component: boot_selector, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,31176,0x79c8,BSC1-130 (Rack 6),,RBMS SW Checksum,,uint32,-,e.g.) 0x01020304,Checksum,"rack_id: 6, component: rbms, deviceId: BSC-1",,per-rack,Rack 6,,,,,
BSC Main,BSC-1,BSC,31178,0x79ca,BSC1-132 (Rack 6),,BMS SW Name,,uint128,-,"BMS SW Name e.g.) 0x4733585F52424D53 : ""G3X_RBMS""",SWName,"rack_id: 6, component: bms, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,bmsSwName,BMS Yazılım Adı
BSC Main,BSC-1,BSC,31186,0x79d2,BSC1-140 (Rack 6),,BMS Serial Number,,uint32,-,Serial Number e.g.) 0x4E25F371(hex) = 1311110001(dec),SerialNumber,"rack_id: 6, component: bms, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,serialNumber,Seri No
BSC Main,BSC-1,BSC,31188,0x79d4,BSC1-142 (Rack 6),,BMS HW Version,,uint32,-,BMS HW Version e.g.) 0x00010002 -> HW V1.2 (BCD),Version,"rack_id: 6, component: bms_hw, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,31190,0x79d6,BSC1-144 (Rack 6),,Current Sensor Type,,uint16,-,"e.g.) Network Type + Hall Type : 1, Hall Type : 0",SensorType,"rack_id: 6, component: current, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,currentSensorType,Akım Sensörü Tipi
BSC Main,BSC-1,BSC,31192,0x79d8,BSC1-146 (Rack 6),,Relay Close Current Spec,,uint16,A,Relay Close Current Spec. e.g.) 0x00C8 -> 200 A,CloseCurrent,"rack_id: 6, component: relay, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,relayCloseCurrent,Röle Kapama Akımı (A)
BSC Main,BSC-1,BSC,31193,0x79d9,BSC1-147 (Rack 6),,Pack Count,,uint16,ea,Pack Count e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 6, component: pack, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31194,0x79da,BSC1-148 (Rack 6),,BMIC Count per Pack,,uint16,ea,BMIC Count e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 6, component: bmic, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31195,0x79db,BSC1-149 (Rack 6),,Temperature Sensor Count,,uint16,ea,Temperature Sensor Count per Pack e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 6, component: temp_sensor, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31197,0x79dd,BSC1-151 (Rack 6),,PCB Temperature Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 6, component: pcb_temp, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31198,0x79de,BSC1-152 (Rack 6),,Pack Voltage Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 6, component: pack_voltage, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31199,0x79df,BSC1-153 (Rack 6),,Voltage Sensor Count,,uint16,ea,Voltage Sensor Count per Pack e.g.) 0x000E -> 14 (ea),Count,"rack_id: 6, component: voltage_sensor, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,31202,0x79e2,BSC1-156 (Rack 6),,Pack Type,,uint16,-,e.g.) 0x0503,Type,"rack_id: 6, component: pack, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packType,Paket Tipi
BSC Main,BSC-1,BSC,31220,0x79f4,BSC1-157 (Rack 6),,State,Summary                                                  Sum,uint16,enum,,State,"rack_id: 6, deviceId: BSC-1",,per-rack,Rack 6,Rack Details,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,state,Durum Kodu
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_cell_balancing,Cell Balancing,bitfieldConfigs (reg 31221),bitfield,-,Cell Balancing,Cell Balancing,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Cell Balancing
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_warning,Warning,bitfieldConfigs (reg 31221),bitfield,-,Warning,Warning,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Warning
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_fault,Fault,bitfieldConfigs (reg 31221),bitfield,-,Fault,Fault,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Fault
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_charge_status,Charge/Discharge Status,bitfieldConfigs (reg 31221),bitfield,-,Charge/Discharge Status,Charge/Discharge Status,rack_id: 6,,per-rack,Rack 6,,,,,Charge/Discharge Status
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_cer,CER Status,bitfieldConfigs (reg 31221),bitfield,-,CER Status,CER Status,rack_id: 6,,per-rack,Rack 6,,,,,CER Status
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_dc_line,DC Line Closed,bitfieldConfigs (reg 31221),bitfield,-,DC Line Closed,DC Line Closed,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,DC Line Closed
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_battery_ready,Battery Ready,bitfieldConfigs (reg 31221),bitfield,-,Battery Ready,Battery Ready,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Battery Ready
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_pwr_derate,Charge Power Derating,bitfieldConfigs (reg 31221),bitfield,-,Charge Power Derating,Charge Power Derating,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Charge Power Derating
BSC Main,BSC-1,BSC,31221,0x79f5,,r6_current_sensor,Current Sensor Type,bitfieldConfigs (reg 31221),bitfield,-,Current Sensor Type,Current Sensor Type,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Current Sensor Type
BSC Main,BSC-1,BSC,31222,0x79f6,,r6_pc,PC Status,bitfieldConfigs (reg 31222),bitfield,-,PC Status,PC Status,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,PC Status
BSC Main,BSC-1,BSC,31222,0x79f6,,r6_mc_plus,MC(+) Status,bitfieldConfigs (reg 31222),bitfield,-,MC(+) Status,MC(+) Status,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(+) Status
BSC Main,BSC-1,BSC,31222,0x79f6,,r6_mc_minus,MC(-) Status,bitfieldConfigs (reg 31222),bitfield,-,MC(-) Status,MC(-) Status,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(-) Status
BSC Main,BSC-1,BSC,31222,0x79f6,,r6_cb,CB Status,bitfieldConfigs (reg 31222),bitfield,-,CB Status,CB Status,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,CB Status
BSC Main,BSC-1,BSC,31222,0x79f6,,r6_fan1,Pack Fan1,bitfieldConfigs (reg 31222),bitfield,-,Pack Fan1,Pack Fan1,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan1
BSC Main,BSC-1,BSC,31222,0x79f6,,r6_fan2,Pack Fan2,bitfieldConfigs (reg 31222),bitfield,-,Pack Fan2,Pack Fan2,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan2
BSC Main,BSC-1,BSC,31222,0x79f6,,r6_bpu_fan,BPU Fan,bitfieldConfigs (reg 31222),bitfield,-,BPU Fan,BPU Fan,rack_id: 6,,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,BPU Fan
BSC Main,BSC-1,BSC,31224,0x79f8,BSC1-161 (Rack 6),,Heart Beat (from RBMS),,uint16,,Data is incremented by 1  (every 1sec) for a period of transmission,Heartbeat,"rack_id: system, deviceId: BSC-1",,system,,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,heartbeat,Heartbeat
BSC Main,BSC-1,BSC,31225,0x79f9,BSC1-162 (Rack 6),,Live Unit Count,,uint16,ea,Awaken PBMS Count e.g.) 0x00C8 -> 200,Count,"rack_id: 6, component: live_unit, deviceId: BSC-1",,per-rack,Rack 6,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
